,station,location,state,do,ph,co,bod,na,tc,water_quality_index
2,1475,ZUARI AT PANCHAWADI,GOA,6.3,6.9,179.0,1.7,0.1,5330.0,2860.78
3,3181,RIVER ZUARI AT BORIM BRIDGE,GOA,5.8,6.9,64.0,3.8,0.5,8443.0,1844.8600000000006
4,3182,RIVER ZUARI AT MARCAIM JETTY,GOA,5.8,7.3,83.0,1.9,0.4,5500.0,1852.5600000000006
5,1400,"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",GOA,5.5,7.4,81.0,1.5,0.1,4049.0,1852.5600000000006
6,1476,"MANDOVI AT TONCA, MARCELA, GOA",GOA,6.1,6.7,308.0,1.4,0.3,5672.0,2857.04
7,3185,RIVER MANDOVI AT AMONA BRIDGE,GOA,6.4,6.7,414.0,1.0,0.2,9423.0,2857.04
8,3186,RIVER MANDOVI AT IFFI JETTY,GOA,6.4,7.6,305.0,2.2,0.1,4990.0,2863.44
9,3187,RIVER MANDOVI NEAR HOTEL MARRIOT,GOA,6.3,7.6,77.0,2.3,0.1,4301.0,2864.16
10,1543,"RIVER KALNA AT CHANDELNAN PERNEM, GOA",GOA,7.1,7.1,176.0,1.2,0.1,7817.0,2863.98
11,1548,"RIVER ASSONORA AT ASSONORA, GOA",GOA,6.7,6.4,93.0,1.4,0.1,3433.0,2848.16
12,2276,"RIVER BICHOLIM VARAZAN NAGAR , BICHOLIM",GOA,7.4,6.8,121.0,1.7,0.4,18125.0,2849.7200000000007
13,2275,"RIVER CHAPORA NEAR ALORNA FORT ,PERNEM",GOA,6.9,7.0,620.0,1.1,0.1,6300.0,2863.44
14,3189,RIVER CHAPORA AT SIOLIM,GOA,6.0,7.5,72.0,1.6,0.2,9517.0,2864.34
15,1546,"RIVER KHANDEPAR AT OPA NAN PONDA, GOA",GOA,7.3,7.0,247.0,1.5,0.2,2453.0,2863.8
16,2270,"RIVER KHANDEPAR AT CODLI NEAR BRIDGE ,U/S OPA WATERWORKS,SANGUEM",GOA,7.3,7.0,188.0,1.0,0.1,3048.0,2863.98
17,2272,"RIVER KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM",GOA,7.0,6.9,224.0,1.2,0.3,6742.0,2860.78
18,1545,"RIVER MADAI AT DABOS NAN  VALPOI, GOA",GOA,7.3,6.7,144.0,1.5,0.1,3052.0,2857.76
19,2274,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANANPANAJI,GOA,5.3,6.8,319.0,1.8,0.3,10250.0,1837.4000000000005
20,2271,"RIVER SAL PAZORKHONI,CUNCOLIM(NEAR CULVERT MARGAONAN CANACONA NATIONAL HIGHWAY)",GOA,6.3,6.4,79.0,1.6,1.4,12842.0,2836.92
21,2273,"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",GOA,5.4,7.6,39.0,1.4,0.1,6367.0,1852.7400000000007
22,3183,"RIVER SAL AT KHAREBAND, MARGAO",GOA,2.2,6.5,322.0,4.7,1.2,14920.0,27.920000000000005
23,3184,"RIVER SAL AT ORLIM BRIDGE, ORLIM",GOA,5.2,7.1,192.0,2.6,0.3,8925.0,1852.3800000000006
24,3190,RIVER SINQUERIM (CANDOLIM SIDE NEAR BRIDGE),GOA,5.6,7.5,282.0,1.8,0.1,5082.0,1852.2000000000005
25,3191,RIVER SINQUERIM NEAR NERUL TEMPLE,GOA,5.5,7.4,275.0,1.5,0.1,8625.0,1852.2000000000005
26,1547,"RIVER TALPONA AT CANACONA, GOA",GOA,7.3,6.7,55.0,1.4,0.1,4003.0,2857.94
27,3188,RIVER TIRACOL AT TIRACOL,GOA,6.5,7.5,415.0,2.0,0.1,1538.0,2863.44
28,1544,"RIVER VALVANT AT SANKLI NAN BICHOLIM, GOA",GOA,7.2,6.3,100.0,1.5,0.1,13575.0,2836.92
29,2651,"AMBA RIVER AT D/S OF WAKEN BRIDGENANU/S OF JS PETROCHEMICALS, WAKENPHATA, ROHA",MAHARASHTRA,6.6,7.8,95.0,4.9,0.2,36.0,2870.72
30,1461,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",MAHARASHTRA,6.9,7.9,99.0,5.0,0.4,34.0,2870.72
31,2653,"BHATSA RIVER AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,6.8,7.7,85.0,5.2,0.3,23.0,2870.72
32,2654,"BHATSA RIVER AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,6.7,7.8,80.0,4.9,0.3,29.0,2870.72
33,1092,"KALU AT ATALE VILLAGE, MAHARASHTRA",MAHARASHTRA,5.1,7.3,3937.0,10.3,1.8,83.0,1848.1
34,2670,"KAN RIVER, NEAR SAKRI WATER WORKS, SAKRI, DHULE.",MAHARASHTRA,5.6,7.9,468.0,3.6,1.9,164.0,1852.78
35,1152,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",MAHARASHTRA,6.4,7.6,541.0,5.7,0.6,45.0,2870.0
36,2198,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),MAHARASHTRA,5.5,7.4,6166.0,7.7,1.1,67.0,1848.1
37,2671,"KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINA ZONE), SALAV, ROHA, RAIGAD",MAHARASHTRA,5.3,7.7,24062.0,9.9,1.2,304.0,1848.1
38,2672,"KUNDALIKA RIVER AT DHATAV AT JACKWELL (DRINKING WATER  PUMPING STATIONNANSWEET ZONE), ROHA",MAHARASHTRA,6.7,7.6,83.0,4.8,0.2,76.0,2865.1
39,2168,MITHI RIVER,MAHARASHTRA,3.6,7.4,4424.0,31.3,2.2,474.0,499.3000000000001
40,2676,"MUCHKUNDI RIVER AT  WAKED,RATNAGIRI, NEAR M/S ASAHI INDIA GLASS LTD., LANJA, RATNAGIRI.",MAHARASHTRA,7.2,7.7,226.0,3.1,0.8,130.0,2864.74
41,1151,"PATALGANGA AT SHILPHATA, MAHARASHTRA",MAHARASHTRA,5.9,7.4,268.0,6.4,0.4,68.0,1848.46
42,1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",MAHARASHTRA,5.4,7.5,2413.0,7.4,1.5,116.0,1848.1
43,2685,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, RAIGAD.",MAHARASHTRA,5.8,7.3,384.0,5.4,0.6,78.0,1852.78
44,2686,"PATALGANGA RIVER AT VYAL PUMP HOUSE , KHALAPUR, RAIGAD.",MAHARASHTRA,5.9,7.4,269.0,5.1,1.2,60.0,1853.14
45,2687,"PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD.",MAHARASHTRA,6.0,7.3,269.0,8.5,0.4,58.0,2860.0600000000004
46,2688,"PATALGANGA RIVER AT SAVROLI BRIDGE, KHALAPUR, RAIGAD.",MAHARASHTRA,6.1,7.3,196.0,6.1,0.5,63.0,2860.24
47,2689,"PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, RAIGAD.",MAHARASHTRA,5.9,7.4,269.0,6.4,0.4,47.0,1854.08
48,2696,"PEHLAR DAM ON PEHLAR RIVER INLET OF WATER WORKS, VASAI, THANE.",MAHARASHTRA,6.3,7.8,223.0,4.6,0.9,32.0,2870.54
49,2199,SAVITRI RIVER AT OVALE VILLAGE.,MAHARASHTRA,6.7,7.3,9293.0,3.5,1.8,0.0,2875.62
50,2701,"SAVITRI RIVER JACKWELL AT UPSA KENDRE, NANGALWADI, MAHAD, RAIGAD",MAHARASHTRA,6.8,7.2,170.0,3.1,1.4,0.0,2876.16
51,2702,"SAVITRI RIVER AT SHEDAV DOH, MAHAD,RAIGAD",MAHARASHTRA,6.8,7.3,4175.0,3.3,1.6,0.0,2875.62
52,2703,"SAVITRI RIVER AT DADLI BRIDGE, DADLI, MAHAD, RAIGADH",MAHARASHTRA,6.9,7.3,4282.0,3.3,1.6,0.0,2875.62
53,2704,"SAVITRI RIVER AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",MAHARASHTRA,6.9,7.3,5551.0,3.4,1.7,0.0,2875.62
54,2706,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA,6.8,7.9,5390.0,4.9,0.8,28.0,2870.0
55,2707,"SURYA RIVER AT MIDC PUMPING STATION, GARVASHET, PALGHAR, THANE",MAHARASHTRA,6.6,8.1,161.0,4.6,0.3,32.0,2870.54
56,2708,"SURYA RIVER AT INTAKE OF VASAINANVIRAR W/S SCHEME, MASVAN, PALGHAR, THANE",MAHARASHTRA,6.7,8.0,138.0,5.0,0.3,33.0,2870.72
57,2709,"TANSA RIVER NEAR ROAD BRIDGE, VILLAGE DAKEWALI, WADA, THANE",MAHARASHTRA,6.7,7.8,81.0,4.9,0.3,35.0,2870.72
58,1093,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",MAHARASHTRA,5.9,7.7,194.0,5.5,0.6,51.0,1853.32
59,1094,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",MAHARASHTRA,6.3,7.6,186.0,4.6,0.6,31.0,2870.54
60,2162,ULHAS RIVER ATJAMBHUL WATER WORKS.,MAHARASHTRA,6.6,7.6,207.0,4.7,0.7,31.0,2870.54
61,2712,"VAITARNA RIVER NEAR ROAD BRIDGE, GANDHARE VILLAGE, WADA, THANE.",MAHARASHTRA,6.8,7.7,85.0,5.0,0.4,34.0,2870.72
62,2164,VASHISTI RIVER AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,MAHARASHTRA,7.1,7.4,176.0,2.7,0.9,30.0,2875.2200000000007
63,2713,"VASHISHTI RIVER AT D/S OF THREE M PAPER MILLS NEAR CHIPLUN WATER INTAKE JACKWELL, KHERDI, RATNAGIRI",MAHARASHTRA,7.0,7.4,178.0,2.7,0.9,40.0,2875.2200000000007
64,2714,"VASHISHTI RIVER AT U/S OF POPHALI NEAR KONPHANSAWANE BRIDGE, CHIPLUN, RATNAGIRI",MAHARASHTRA,7.2,7.2,180.0,2.7,1.0,70.0,2869.600000000001
65,1342,"ACHENKOIL AT THUMPAMON, KERALA",KERALA,6.7,7.5,85.0,1.4,1.0,420.0,2869.78
66,1443,"ACHENKOIL AT CHENNITHULA, KERALA",KERALA,5.8,7.4,77.0,1.4,0.8,691.0,1852.5600000000006
67,3465,"ACHENKOIL AT KALLARAKADAVU, PATHANAMTHITTA",KERALA,6.6,7.5,75.0,1.4,0.7,448.0,2869.9600000000005
68,3466,"ACHENKOIL AT PANDALAM (NEAR AYYAPPA TEMPLE), PATHANAMTHITTA",KERALA,6.7,7.5,82.0,1.4,1.0,443.0,2869.78
69,2297,R ANCHARAKANDY AT MERUVAMBA,KERALA,6.7,6.9,56.0,0.9,0.2,172.0,2866.760000000001
70,2319,R ANCHARAKANDY AT MERUVAMBA,KERALA,6.5,6.7,2240.0,1.2,0.2,304.0,2862.6600000000008
71,2286,R AYROOR AT AYROOR BRIDGE,KERALA,6.3,6.9,73.0,1.6,0.0,2008.0,2861.140000000001
72,2331,R BHARATHAPUZHA AT KUTTIPPURAM,KERALA,7.0,7.4,130.0,0.7,0.1,590.0,2864.16
73,2332,R BHARATHAPUZHA AT PATTAMBI,KERALA,6.6,7.7,191.0,1.6,0.2,661.0,2863.98
74,1154,"CHALAKUDY AT PULICKALKANANDAVU, KERALA",KERALA,6.9,6.9,134.0,1.1,0.4,531.0,2860.96
75,20,"CHALIYAR AT KOOLIMADU, KERALA",KERALA,7.0,7.5,80.0,0.8,0.4,3583.0,2864.16
76,21,"CHALIYAR AT CHUNGAPALLY, KERALA",KERALA,6.7,7.4,14526.0,0.8,0.6,1969.0,2863.44
77,3464,"CHALIYAR AT NILAMBUR, MALAPPURAM",KERALA,7.2,7.4,82.0,0.7,0.5,1311.0,2864.16
78,1572,"CHANDRAGIRI AT PADIYATHADKA, KERALA",KERALA,7.5,7.2,67.0,1.1,0.1,590.0,2864.34
79,1573,"CHITRAPUZHA AT IRUMPANAM, KERALA",KERALA,3.0,6.6,965.0,1.7,1.2,530.0,493.44000000000005
80,2295,R CORAPUZHA AT KANAYANKODE,KERALA,5.9,7.4,17990.0,0.7,0.5,2803.0,1851.8400000000006
81,1564,"R ITHIKKARA AT AYUR, KERALA",KERALA,6.7,7.5,90.0,1.6,0.9,473.0,2869.78
82,2287,R ITHIKKARA AT ITHIKKARA,KERALA,6.1,7.4,4429.0,2.0,1.6,550.0,2863.44
83,1566,"R KADALUNDI AT THIRURANGADY, KERALA",KERALA,6.7,6.9,87.0,1.7,0.2,350.0,2866.580000000001
84,2293,R KADALUNDI AT HAJIRAPPALLY,KERALA,6.9,6.8,85.0,1.6,0.2,206.0,2866.580000000001
85,2337,R KADAMBAYAR AT BRAHMAPURAM,KERALA,2.1,6.8,101.0,1.6,0.8,694.0,50.96
86,2338,R KADAMBAYAR AT MANCKAKADAVU,KERALA,2.5,6.9,83.0,1.9,0.3,656.0,50.96
87,42,"KALLADA AT PERUMTHOTTAMKADAVU, PUNALOOR, KERALA",KERALA,7.2,7.6,75.0,1.4,1.0,426.0,2869.9600000000005
88,2294,R KALLAI AT KALLAI BRIDGE,KERALA,3.7,7.7,32005.0,1.2,0.9,60392.0,491.80000000000007
89,3460,"KALPATHI PUZHA AT KALPATHI, PALAKKAD",KERALA,6.1,7.6,281.0,1.2,0.7,718.0,2863.8
90,3458,KARAPUZHA DAM AT WAYANAD,KERALA,6.7,7.6,106.0,0.5,2.5,71.0,2869.78
91,1571,"R KARINGODE AT KAKKADAVU,  KERALA",KERALA,7.6,7.1,58.0,1.2,0.1,961.0,2864.34
92,1155,"KARAMANA AT MOONNATTUMUKKU, KERALA",KERALA,1.9,7.7,2941.0,26.9,2.8,37375.0,32.84
93,3471,"RIVER KARAMANA AT ARUVIKARA, THIRUVANANTHAPURAM",KERALA,7.4,7.0,35.0,0.1,0.0,409.0,2869.9600000000005
94,2289,R KARUVANNURR AT KARUVANNUR BRIDGE,KERALA,6.4,7.2,63.0,1.3,0.4,535.0,2864.34
95,2301,R KAVVAI AT KUTTIYOL PALAM,KERALA,5.4,6.7,65.0,1.1,0.3,144.0,1851.9600000000007
96,2291,R KEECHERI AT VADAKKANCHERY BRIDGE,KERALA,5.6,7.3,90.0,1.6,0.4,705.0,1852.5600000000006
97,2326,R KORAYAR AT KANJIKODE,KERALA,7.1,8.0,728.0,1.2,0.4,697.0,2863.44
98,1569,"R KUPPAM AT THALIPARAMBA, KERALA",KERALA,5.9,6.8,13953.0,1.5,0.4,166.0,1854.26
99,2298,R KUPPAM AT RAYAROM,KERALA,7.4,6.9,57.0,1.1,0.3,159.0,2866.760000000001
100,1567,"R KUTTIYADE AT KUTTIYADY ESTATE, KERALA",KERALA,7.2,7.2,41.0,0.7,0.2,658.0,2864.34
101,1568,"R MAHE AT VALAYAM, KERALA",KERALA,6.5,7.4,71.0,0.6,0.3,7018.0,2864.34
102,2285,R MAMOM AT MAMOM BRIDGE,KERALA,6.8,7.1,81.0,0.8,0.0,1268.0,2864.16
103,1340,"MANIMALA  AT KALLOOPARA, KERALA",KERALA,6.8,6.9,68.0,1.7,0.1,660.0,2861.140000000001
104,1384,"MANIMALA AT THONDRA, KERALA",KERALA,6.6,7.0,70.0,1.4,0.1,822.0,2864.34
105,3459,"MANIYANKODE PUZHA AT MANIYANKODE BRIDGE, WAYANAD",KERALA,6.4,7.7,100.0,0.6,0.9,88.0,2869.78
106,2307,R MANJESWAR AT BAJRAKKARA BR.,KERALA,7.3,6.9,96.0,1.9,0.2,825.0,2860.96
107,1339,"MEENACHIL AT KIDANGOOR, KERALA",KERALA,6.8,6.6,49.0,0.5,0.4,2950.0,2854.74
108,2304,R MOGRAL AT MOGRAL BR.,KERALA,5.6,7.2,24360.0,2.1,0.3,447.0,1857.4600000000007
109,43,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",KERALA,6.9,6.8,59.0,0.6,0.5,3375.0,2861.140000000001
110,2302,R NEELASWARAM AT NAMBIARKAL DAM,KERALA,7.1,6.8,14410.0,1.8,0.1,468.0,2865.860000000001
111,1570,"R NEELESWARAM AT HOSDURG, KERALA",KERALA,6.2,7.2,22757.0,1.5,0.1,542.0,2863.44
112,1563,"R NEYYAR AT AMARAVILA, KERALA",KERALA,6.7,7.1,66.0,0.6,0.0,626.0,2864.34
113,2284,R NEYYAR AT ARUVIPURAM,KERALA,7.2,7.0,59.0,0.6,0.0,433.0,2869.9600000000005
114,2288,R PALLICKAL AT NELLIMUKAL,KERALA,6.0,7.6,120.0,1.3,1.1,523.0,2864.16
115,1156,"PAMBA AT CHENGANNUR, KERALA",KERALA,5.2,6.8,55.0,0.6,0.7,313.0,1855.1600000000005
116,1341,"PAMBA AT THAKAZHY, KERALA",KERALA,4.8,6.8,86.0,0.7,0.8,332.0,1068.18
117,1565,"PAMBA DOWN, KERALA",KERALA,3.9,6.9,62.0,0.5,0.7,284.0,506.36000000000007
118,17,"PERIYAR NEAR ALWAYENANELOOR, KERALA",KERALA,5.0,6.9,3185.0,1.8,0.4,667.0,1061.84
119,18,"PERIYAR AT KALADY, KERALA",KERALA,7.0,7.0,36.0,1.1,0.2,541.0,2864.34
120,1338,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",KERALA,6.3,6.9,64.0,1.2,0.3,815.0,2861.140000000001
121,2333,RIVER PERIYAR AT MUPPATHADAM,KERALA,6.2,6.9,86.0,1.3,0.2,1007.0,2860.96
122,2334,RIVER PERIYAR AT PATHALAM,KERALA,5.7,6.8,2640.0,1.9,0.5,759.0,1848.6400000000006
123,2335,R PERIYAR AT KALAMASSERY,KERALA,5.7,6.9,53.0,3.1,0.4,1205.0,1844.8600000000006
124,2336,R PERIYAR AT PURAPPALLIKAVU,KERALA,6.6,7.1,2007.0,1.3,0.2,785.0,2863.44
125,3468,"PERIYAR AT KWA INTAKENAN ALUVA, ERNAKULAM",KERALA,6.6,7.0,46.0,1.3,0.3,472.0,2869.9600000000005
126,2300,R PERUVAMBA AT CHANDAPPURA,KERALA,6.5,6.5,43.0,0.9,0.4,188.0,2860.360000000001
127,2303,R PULLUR AT PULLUR BR.,KERALA,6.7,6.3,54.0,0.9,0.1,610.0,2848.34
128,2290,R PUZHACKAL AT PUZHACKAL BRIDGE,KERALA,4.3,7.2,113.0,1.8,0.4,796.0,1065.7600000000002
129,2299,R RAMAPURAM AT RAMAPURAM BRIDGE,KERALA,4.6,6.7,12561.0,1.5,0.6,171.0,1064.26
130,2305,R SHRIYA AT ANGADIMOGARU,KERALA,7.7,6.9,61.0,1.6,0.0,554.0,2861.140000000001
131,2296,R THALLASSERY AT PATHIPPALAM,KERALA,5.8,6.5,61.0,1.0,0.4,151.0,1848.7600000000007
132,2292,R THIRUR AT THALAKKADATHUR BRIDGE,KERALA,4.5,6.9,1614.0,2.1,0.6,230.0,1067.46
133,2306,R UPPALA AT  UPPALA BR.,KERALA,6.9,7.2,20950.0,1.3,0.2,643.0,2863.44
134,3473,"RIVER VALAPATTANAM AT PARASSINIKADAVU, KANNUR",KERALA,6.6,7.0,14487.0,0.9,0.3,103.0,2869.0600000000004
135,1442,"VAMANAPURAM, KERALA",KERALA,6.9,7.5,54.0,0.6,0.0,1633.0,2864.34
136,1448,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",ANDHRA PRADESH,5.5,7.6,569.0,1.3,0.9,141.0,1857.4600000000007
137,2352,"RIVER VAMSHADHARA, KALINGAPATNAM,VIZIANAGARAM",ANDHRA PRADESH,5.4,7.8,310.0,0.8,2.4,107.0,1857.4600000000007
138,3080,"U/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM, A.P.",ANDHRA PRADESH,7.1,7.8,516.0,0.7,0.5,1238.0,2863.44
139,3081,"D/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM, A.P.",ANDHRA PRADESH,6.9,8.0,505.0,0.9,0.7,1563.0,2863.44
140,1444,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",KARNATAKA,7.3,7.3,109.0,2.4,3.4,65.0,2869.78
141,2780,"KALI AT U/S OF WCPM, DANDELI, KARNATAKA",KARNATAKA,7.5,7.5,83.0,2.1,2.0,74.0,2869.78
142,1894,KUMARADHARA NAN U/S OF UPPINAGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,KARNATAKA,6.4,7.2,102.0,1.0,0.0,1223.0,2864.16
143,1892,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,KARNATAKA,6.5,7.1,92.0,1.0,0.0,1342.0,2864.16
144,2423,"BUDHABALANGA, D/S OF BARIPADA TOWN",ODISHA,7.7,7.9,232.0,1.3,0.8,40500.0,2852.5600000000004
145,2424,BUDHABALANGA AT BALASORE D/S,ODISHA,7.5,7.8,519.0,2.1,0.7,53556.0,2852.2000000000007
146,2425,"RIVER KERANDI(INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",ODISHA,7.3,7.2,103.0,0.7,1.7,13810.0,2852.92
147,2422,"NAGAVALLI AT PENTA U/S, JAYKAYPUR TOWN",ODISHA,7.4,7.9,196.0,0.7,0.6,15213.0,2852.74
148,1642,"NAGAVALLI AT JAYKAYPUR D/S, ODISHA",ODISHA,7.4,7.8,244.0,1.9,1.0,12473.0,2852.5600000000004
149,1643,"NAGAVALLI AT RAYAGADA D/S, ODISHA",ODISHA,7.5,8.0,243.0,1.7,0.9,30319.0,2852.5600000000004
150,1455,"RUSHIKULYA AT GANJAM U/S, ODISHA",ODISHA,7.2,8.0,296.0,1.5,0.7,4314.0,2863.8
151,1456,"RUSHIKULYA AT GANJAM D/S, ODISHA",ODISHA,6.6,7.8,25034.0,1.5,0.9,4224.0,2863.44
152,2426,VANSADHARA AT MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),ODISHA,7.5,7.9,194.0,1.0,1.0,8559.0,2863.98
153,2427,VANSADHARA ATGUNUPUR (INTERSTATE BOUNDRY),ODISHA,7.4,7.9,170.0,0.8,0.9,16709.0,2852.74
154,1685,"ARASALAR RIVER KARAIKAL REGION, PONDICHERRY",PONDICHERRY,,7.3,386.0,,0.2,,18.8
155,2444,CORINGA RIVER,PONDICHERRY,5.9,7.9,21600.0,,0.1,,1817.2000000000005
156,2442,GAUTAMINANGODAVARI RIVER,PONDICHERRY,6.5,7.3,21600.0,,0.1,,2828.8
157,2443,GAUTAMINANGODAVARI RIVER,PONDICHERRY,6.5,7.7,26600.0,,0.1,,2828.8
158,2445,MAHE RIVER,PONDICHERRY,6.0,7.1,13000.0,,0.4,,2828.8
159,1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",TAMILNADU,6.5,7.4,1063.0,2.0,0.6,374.0,2869.0600000000004
160,1159,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",TAMILNADU,6.8,6.6,63.0,2.9,0.1,36.0,2865.9800000000005
161,1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",TAMILNADU,6.6,6.4,101.0,2.5,0.2,41.0,2859.4
162,1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",TAMILNADU,6.6,6.5,136.0,2.5,0.2,45.0,2865.8
163,1162,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",TAMILNADU,6.7,6.9,226.0,2.2,0.2,38.0,2871.840000000001
164,1328,"TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU",TAMILNADU,6.7,6.3,72.0,2.7,0.2,32.0,2859.580000000001
165,1329,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU",TAMILNADU,6.7,6.4,61.0,4.6,0.1,34.0,2854.9
166,1330,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU",TAMILNADU,6.6,7.2,1300.0,2.7,0.2,60.0,2869.0600000000004
167,3025,"TAMBIRAPARANI AT ERAL, THOTHUKUDI, TAMILNADU",TAMILNADU,6.7,7.0,461.0,2.5,0.1,51.0,2869.0600000000004
168,3026,"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI, TAMILNADU",TAMILNADU,6.6,6.2,69.0,2.5,0.1,38.0,2859.580000000001
169,3027,"TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANAICUT, TIRUNELVELI, TAMILNADU",TAMILNADU,6.8,6.9,241.0,2.5,0.1,48.0,2871.840000000001
170,3028,"TAMBIRAPARANI AT VELLAKOIL, TIRUNELVELI, TAMILNADU",TAMILNADU,6.5,6.6,159.0,2.4,0.2,41.0,2865.620000000001
171,3029,"TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI, TAMILNADU",TAMILNADU,6.6,6.7,170.0,2.5,0.2,34.0,2868.82
172,3023,"VASISTA AT SALEM, D/S OF SAGO INDUSRIES EFFLUENT, TAMILNADU",TAMILNADU,0.9,7.6,2039.0,104.5,0.9,511090873.0,28.16
173,1885,RIVER GHAGGAR AT D/S OF SURAJPUR,HARYANA,,,,,,,0.0
174,1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",PUNJAB,5.8,7.2,640.0,6.0,4.3,4073.0,1847.1600000000005
175,1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",PUNJAB,4.8,7.6,1090.0,22.0,3.6,52500.0,1044.44
176,1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",PUNJAB,5.5,7.3,705.0,10.0,5.0,5433.0,1842.48
177,1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",PUNJAB,5.1,7.4,1375.0,23.7,5.9,50333.0,1831.24
178,1698,"D/S CHHATBIR, PUNJAB",PUNJAB,5.5,7.4,745.0,10.0,6.1,29333.0,1831.24
179,1699,"U/S DHAKANSU NALLAH, PUNJAB",PUNJAB,5.0,7.6,975.0,16.3,6.1,21667.0,1044.44
180,1700,"D/S DHAKANSU NALLAH, PUNJAB",PUNJAB,4.9,7.7,1385.0,27.5,7.7,72000.0,1044.44
181,1701,"D/S JHARMAL NADI, PUNJAB",PUNJAB,5.0,7.3,1067.0,19.3,6.2,39533.0,1044.44
182,1702,"U/S JHARMAL NADI, PUNJAB",PUNJAB,5.3,7.2,970.0,13.3,5.9,7133.0,1842.48
183,1703,"GHAGGER AT MOONAK, PUNJAB",PUNJAB,4.9,7.7,1418.0,21.0,4.2,49500.0,1044.44
184,1704,"D/S SARDULGARH, PUNJAB",PUNJAB,4.1,7.5,1015.0,23.0,6.1,57500.0,1044.44
185,1705,"U/S SARDULGARH, PUNJAB",PUNJAB,4.8,7.4,854.0,17.0,4.7,38000.0,1044.44
186,1025,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",HARYANA,,8.2,,19.8,0.0,,32.84
187,1026,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,  HARYANA",HARYANA,,7.9,,18.2,0.0,,32.84
188,1718,"GAGGAR RIVER WHEN ENTERING IN RAJASTHAN FROM HARYANA NEAR RD NO. 629, RAJASTHAN",RAJASTHAN,4.0,6.8,370.0,3.0,0.8,9.0,511.08000000000015
189,1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",HIMACHAL PRADESH,7.8,7.8,376.0,1.3,0.4,17.0,2874.6800000000007
190,2624,MARKANDA U/S KALA AMB,HIMACHAL PRADESH,7.7,7.7,354.0,1.3,0.3,22.0,2874.6800000000007
